_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
1548,2024-01-12,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1521,Fred Victor Elizabeth,75 Elizabeth Street,M5G 1P4,Toronto,ON,17871,Fred Victor Warming Centre - Elizabeth,Mixed Adult,Emergency,Warming Centre,Winter Programs,60,Bed Based Capacity,60,60,60,0,0,,,,,,100,
1549,2024-01-12,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1125,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,17971,Fred Victor Winter Respite - BLC,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,119,Bed Based Capacity,120,140,119,1,20,,,,,,99.17,
1550,2024-01-12,39,Friends of Ruby,85,Friends of Ruby,1187,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16252,Friends of Ruby - Emergency Housing,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,6,5,6,0,-1,,,,,,100,
1551,2024-01-12,39,Friends of Ruby,85,Friends of Ruby,1187,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16251,Friends of Ruby - Transitional Housing,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,26,28,25,1,2,,,,,,96.15,
1552,2024-01-12,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11899,Good Shepherd - D.A.R.E.,Men,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25,25,24,1,0,,,,,,96,
1553,2024-01-12,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11900,Good Shepherd - Emergency/Resettlement,Men,Emergency,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,35,35,34,1,0,,,,,,97.14,
1554,2024-01-12,10,Good Shepherd Ministries,16,Good Shepherd Centre,1021,Good Shepherd Centre Barrett House,35 Sydenham St,M5A 4H5,Toronto,ON,11898,Good Shepherd Barrett House - Men's Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5,5,4,1,0,,,,,,80,
1555,2024-01-12,10,Good Shepherd Ministries,16,Good Shepherd Centre,1168,Good Shepherd Centre West End Hotel Program,335 Jarvis St,M5B 2C2,Toronto,ON,15531,Good Shepherd Centre West End Hotel - Men's Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,47,Room Based Capacity,,,,,,47,47,47,0,0,,100
1556,2024-01-12,15,Homes First Society,68,HFS - Kennedy Shelter,1108,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,M1K 2B5,Toronto,ON,13591,Homes First Society- Kennedy Shelter Women's Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,61,Bed Based Capacity,61,61,61,0,0,,,,,,100,
1557,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14831,545 Lake Shore Blvd W. Couples,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,110,Bed Based Capacity,110,112,110,0,2,,,,,,100,
1558,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14951,545 Lake Shore Blvd W. Men,Men,Emergency,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,34,34,34,0,0,,,,,,100,
1559,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14832,545 Lake Shore Blvd W. Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,66,Bed Based Capacity,66,66,66,0,0,,,,,,100,
1560,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,15131,545 Lakeshore Blvd W. Men Respite Program Lower Level,Men,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,73,Bed Based Capacity,73,75,73,0,2,,,,,,100,
1561,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1195,HFS - Lawrence East Shelter,4117 Lawrence Ave E,M1E 2S2,Scarborough,ON,16491,HFS - Lawrence East Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,89,Bed Based Capacity,89,89,89,0,0,,,,,,100,
1562,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1220,HFS - Metro Strachan,22 Metropolitan Rd,M1R 2T5,Toronto,ON,16651,HFS - Metro Strachan - Co-ed,Mixed Adult,Transitional,Motel/Hotel Shelter,Base Shelter and Overnight Services System,7,Room Based Capacity,,,,,,7,7,7,0,0,,100
1563,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,17772,HFS - Willowdale - Building A - Refugee Men,Men,Emergency,Shelter,Temporary Refugee Response,278,Bed Based Capacity,278,278,278,0,0,,,,,,100,
1564,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,17771,HFS - Willowdale - Building B - Refugee Women,Women,Emergency,Shelter,Temporary Refugee Response,132,Bed Based Capacity,132,132,132,0,0,,,,,,100,
1565,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,17791,HFS - Willowdale - Refugee Men - Building A - ASP,Men,Emergency,Alternative Space Protocol,Temporary Refugee Response,3,Bed Based Capacity,6,6,3,3,0,,,,,,50,
1566,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St,M2M 3T3,North York,ON,17811,HFS - Willowdale - Refugee Women - Building B - ASP,Women,Emergency,Alternative Space Protocol,Temporary Refugee Response,4,Bed Based Capacity,4,4,4,0,0,,,,,,100,
1567,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1179,Multiple Youth & Adult Agencies Scarborough Hotel Program,2035 Kennedy Rd,M1T 3G2,Scarborough,ON,16011,HFS Scarborough Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,389,Room Based Capacity,,,,,,326,334,326,0,8,,100
1568,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1220,HFS - Metro Strachan,22 Metropolitan Rd,M1R 2T5,Toronto,ON,16971,Homes First Society - Metro - Refugee Singles,Mixed Adult,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,339,Room Based Capacity,,,,,,169,165,169,0,0,,100
1569,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1220,HFS - Metro Strachan,22 Metropolitan Rd,M1R 2T5,Toronto,ON,17831,Homes First Society - Metro Refugee - Winter Respite,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,37,Bed Based Capacity,37,38,37,0,1,,,,,,100,
1570,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1380,Homes First Society - Pacewood,,,,,17111,Homes First Society - Pacewood,Mixed Adult,Emergency,Shelter,Temporary Refugee Response,18,Bed Based Capacity,18,20,18,0,2,,,,,,100,
1571,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1200,HFS Placer,101 Placer Ct,M2H 3H9,Toronto,ON,16631,Homes First Society - Placer Mixed Adult Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,84,Bed Based Capacity,84,87,84,0,3,,,,,,100,
1572,2024-01-12,15,Homes First Society,24,HFS - Scarborough Shelter,1031,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,M1K 1M2,Toronto,ON,12012,Homes First Society - Scarborough Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,49,Bed Based Capacity,49,49,49,0,0,,,,,,100,
1573,2024-01-12,9,Horizon for Youth,13,Horizons for Youth,1019,Horizons for Youth,422 Gilbert Ave,M6E 4X3,Toronto,ON,11896,Horizons for Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,45,Bed Based Capacity,45,45,45,0,0,,,,,,100,
1574,2024-01-12,32,Kennedy House Youth Services,57,Kennedy House Youth Shelter,1080,Kennedy House Youth Shelter,1076 Pape Ave,M4K 3W5,Toronto,ON,13151,Kennedy House Youth Shelter Bedded Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23,23,23,0,0,,,,,,100,
1575,2024-01-12,35,Margaret's Housing and Community Support Services,67,Margaret's Toronto East Drop-In,1118,Margaret's 21 Park Rd Respite ,21 Park Rd,M4W 2N1,Toronto,ON,15031,Margaret's 21 Park Rd. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
1576,2024-01-12,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1002,Na-Me-Res,14 Vaughan Rd,M6G 2N1,Toronto,ON,11794,Na-Me-Res (Native Men's Residence),Men,Emergency,Shelter,Base Shelter and Overnight Services System,54,Bed Based Capacity,54,54,54,0,0,,,,,,100,
1577,2024-01-12,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1013,Sagatay ,26 Vaughan Rd,M6G 2C4,Toronto,ON,11871,Sagatay,Men,Transitional,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,17,17,15,2,0,,,,,,88.24,
1578,2024-01-12,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1018,Native Child & Family Services Toronto,558 Bathurst St,M5S 2P9,Toronto,ON,11895,Native Child & Family Services Toronto,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,11,Bed Based Capacity,12,12,11,1,0,,,,,,91.67,
1579,2024-01-12,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1500,Native Child & Family - Spadina,111 Spadina Rd,M5R 2T1,Toronto,ON,17691,Niizhoodenh Mshiikenhik - Twin Turtles,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,11,Bed Based Capacity,15,15,11,4,0,,,,,,73.33,
1580,2024-01-12,33,Sistering: A Women's Place,65,Sistering,1104,Sistering,962 Bloor St W,M6H 1L6,Toronto,ON,16371,Sistering Overnight Women's Program,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,16,Bed Based Capacity,16,16,16,0,0,,,,,,100,
1581,2024-01-12,19,Society of St.Vincent De Paul,34,SVDP - Amelie House,1050,SVDP Amelie House,126 Pape Ave,M4M 2V8,Toronto,ON,12232,St.Vincent De Paul - Amelie House - Women's Shelter,Women,Transitional,Shelter,Base Shelter and Overnight Services System,20,Bed Based Capacity,20,20,20,0,0,,,,,,100,
1582,2024-01-12,19,Society of St.Vincent De Paul,38,SVDP - Elisa House,1049,SVDP Elisa House,60 Newcastle St,M8Y 1A3,Toronto,ON,12231,St.Vincent De Paul - Elisa House,Women,Emergency,Shelter,Base Shelter and Overnight Services System,31,Bed Based Capacity,31,31,31,0,0,,,,,,100,
1583,2024-01-12,19,Society of St.Vincent De Paul,37,SVDP - Mary's Home,1048,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,Toronto,ON,12211,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,39,Bed Based Capacity,39,39,39,0,0,,,,,,100,
1584,2024-01-12,19,Society of St.Vincent De Paul,31,SVDP - St. Clare's Residence,1039,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,Toronto,ON,12111,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,Transitional,Shelter,Base Shelter and Overnight Services System,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
1585,2024-01-12,34,St. Felix Social Ministries Outreach,66,St. Felix Centre,1148,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,Toronto,ON,14611,St. Felix Centre 69 Fraser Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,72,Bed Based Capacity,72,73,72,0,1,,,,,,100,
1586,2024-01-12,18,St. Simon's Shelter Inc.,30,St. Simon's Shelter,1192,St. Simon's Clubbe House,556 Sherbourne St,M4X 1L4,Toronto,ON,16351,St. Simon's Clubbe House,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,30,Room Based Capacity,,,,,,30,31,30,0,1,,100
1587,2024-01-12,22,Street Haven At The Crossroads,36,Street Haven,1045,Street Haven,87 Pembroke St,M5A 2N9,Toronto,ON,12195,Street Haven - Emergency Hostel,Women,Emergency,Shelter,Base Shelter and Overnight Services System,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
1588,2024-01-12,22,Street Haven At The Crossroads,36,Street Haven,1180,Street Haven Downtown Hotel Program,26 Gerrard St E,M5B 1G3,Toronto,ON,15972,Street Haven Hotel Program,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,47,Room Based Capacity,,,,,,33,33,33,0,0,,100
1589,2024-01-12,28,The MUC Shelter Corporation,47,Sojourn House,1132,Sojourn House Hotel Program,165 Grange Ave,M5T 2V5,Toronto,ON,14251,Sojourn House - Refugee Family Hotel Program,Families,Transitional,Shelter,Base Program - Refugee,226,Room Based Capacity,,,,,,77,77,77,0,0,,100
1590,2024-01-12,28,The MUC Shelter Corporation,47,Sojourn House,1059,Sojourn House Ontario St,101 Ontario St,M5A 2V2,Toronto,ON,12273,Sojourn House Bedded Program,Mixed Adult,Emergency,Shelter,Base Program - Refugee,94,Bed Based Capacity,94,94,94,0,0,,,,,,100,
1591,2024-01-12,28,The MUC Shelter Corporation,47,Sojourn House,1059,Sojourn House Ontario St,101 Ontario St,M5A 2V2,Toronto,ON,12871,Sojourn House Transitional Housing Program,Families,Transitional,Shelter,Base Program - Refugee,77,Room Based Capacity,,,,,,27,25,25,2,0,,92.59
1592,2024-01-12,7,The Salvation Army of Canada,28,Salvation Army - Evangeline Res,1036,SA Evangeline Residence,2808 Dundas St W,M6P 1Y5,Toronto,ON,12053,Salvation Army - Evangeline Residence - Women's Ministry,Women,Emergency,Shelter,Base Shelter and Overnight Services System,85,Bed Based Capacity,85,86,85,0,1,,,,,,100,
1593,2024-01-12,7,The Salvation Army of Canada,11,Salvation Army - Florence Booth,1189,Etobicoke Hotel Site 1,66 Norfinch Dr,M3N 1X1,North York,ON,17211,Salvation Army - Florence Booth - Hotel 400 - Women,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,97,Room Based Capacity,,,,,,53,72,53,0,19,,100
1594,2024-01-12,7,The Salvation Army of Canada,29,Salvation Army - Gateway,1037,SA Gateway,107 Jarvis St,M5C 2H4,Toronto,ON,12071,Salvation Army - Gateway - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,78,Bed Based Capacity,78,78,78,0,0,,,,,,100,
1595,2024-01-12,7,The Salvation Army of Canada,45,Salvation Army - Maxwell Meighen,1166,SA Scarborough Hotel Program,50 Estate Dr,M1H 2Z1,Scarborough,ON,15491,SA Scarborough Hotel - Men's Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,130,Room Based Capacity,,,,,,130,131,130,0,1,,100
1596,2024-01-12,7,The Salvation Army of Canada,45,Salvation Army - Maxwell Meighen,1057,Maxwell Meighen Centre,135 Sherbourne St,M5A 2R5,Toronto,ON,12258,Salvation Army - Maxwell Meighen - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,264,Bed Based Capacity,264,264,264,0,0,,,,,,100,
1597,2024-01-12,7,The Salvation Army of Canada,73,Salvation Army - New Hope Leslie,1189,Etobicoke Hotel Site 1,66 Norfinch Dr,M3N 1X1,North York,ON,17212,Salvation Army - New Hope - Hotel 400 - Men,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,93,Room Based Capacity,,,,,,52,72,52,0,20,,100
1598,2024-01-12,7,The Salvation Army of Canada,73,Salvation Army - New Hope Leslie,1126,SA New Hope Leslieville,29A Leslie St,M4M 3C3,Toronto,ON,14091,Salvation Army - New Hope - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,52,Bed Based Capacity,52,52,52,0,0,,,,,,100,
1599,2024-01-12,7,The Salvation Army of Canada,77,Salvation Army Islington Seniors,1146,SA Islington Seniors' Shelter,2671 Islington Ave,M9V 2X6,Toronto,ON,14571,Salvation Army - Islington Seniors' Shelter Men's Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,46,Bed Based Capacity,46,46,46,0,0,,,,,,100,
1600,2024-01-12,7,The Salvation Army of Canada,77,Salvation Army Islington Seniors,1146,SA Islington Seniors' Shelter,2671 Islington Ave,M9V 2X6,Toronto,ON,14572,Salvation Army - Islington Seniors' Shelter Women's Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,37,Bed Based Capacity,37,37,37,0,0,,,,,,100,
1601,2024-01-12,5,The Scott Mission Inc.,8,Scott Mission Men's Ministry,1300,The Scott Mission - Kensington location,346 Spadina Ave.,M5T 1J5,Toronto,ON,11891,Scott Mission - Men's Ministry Overnight Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,71,Bed Based Capacity,71,71,71,0,0,,,,,,100,
1602,2024-01-12,5,The Scott Mission Inc.,8,Scott Mission Men's Ministry,1014,Scott Mission,502 Spadina Ave,M5S 2H1,Toronto,ON,17951,Scott Mission - Winter Respite,Men,Emergency,24-Hour Respite Site,Winter Programs,49,Bed Based Capacity,49,50,49,0,1,,,,,,100,
1603,2024-01-12,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,12274,Toronto Community Hostel (Refugee Families),Families,Emergency,Shelter,Base Program - Refugee,12,Room Based Capacity,,,,,,4,4,4,0,0,,100
1604,2024-01-12,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,13932,Toronto Community Hostel (Refugee Singles),Mixed Adult,Emergency,Shelter,Base Program - Refugee,6,Bed Based Capacity,6,6,6,0,0,,,,,,100,
1605,2024-01-12,20,Turning Point Youth Services,33,Turning Point Youth Services,1041,Turning Point Youth Services ,95 Wellesley St E,M4Y 2X9,Toronto,ON,12151,Turning Point Youth Services Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,35,Bed Based Capacity,35,35,35,0,0,,,,,,100,
1606,2024-01-12,36,Warden Woods Community Centre,71,Scarborough Cold Weather Drop-IN,1115,Warden Woods 705 Progress Ave Respite ,705 Progress Ave,M1H 2X1,Toronto,ON,15091,Warden Woods 705 Progress Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,32,Bed Based Capacity,32,49,32,0,17,,,,,,100,
1607,2024-01-12,16,Women's Hostels Inc.,27,Nellie's,1280,,,,,,12051,Nellie's Women's Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,12,Bed Based Capacity,12,12,12,0,0,,,,,,100,
1608,2024-01-12,4,WoodGreen Red Door Family Shelter,7,Red Door Family Shelter,1001,Red Door Family Shelter,189B Booth Ave,M4M 2M5,Toronto,ON,11791,Red Door - Family Shelter,Families,Emergency,Shelter,Base Shelter and Overnight Services System,86,Room Based Capacity,,,,,,27,27,27,0,0,,100
1609,2024-01-12,3,YMCA of Greater Toronto,5,YMCA House,1096,Vanauley Street YMCA Emergency Shelter,7 Vanauley St,M5T 2V9,Toronto,ON,13291,YMCA House-Vanauley,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,40,40,40,0,0,,,,,,100,
1610,2024-01-12,3,YMCA of Greater Toronto,64,YMCA Sprott House,1101,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,Toronto,ON,13451,YMCA Sprott House,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25,25,25,0,0,,,,,,100,
1611,2024-01-12,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12277,YWCA - Adult Women Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,31,Bed Based Capacity,31,31,31,0,0,,,,,,100,
1612,2024-01-12,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12278,YWCA - Youth Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,31,Bed Based Capacity,31,31,31,0,0,,,,,,100,
1613,2024-01-12,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14651,YWCA Davenport - Adult,Women,Emergency,Shelter,Base Shelter and Overnight Services System,28,Bed Based Capacity,28,28,28,0,0,,,,,,100,
1614,2024-01-12,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14671,YWCA Davenport - Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,27,Bed Based Capacity,27,27,27,0,0,,,,,,100,
1615,2024-01-12,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12292,Youth without Shelter Emergency Shelter Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,33,Bed Based Capacity,33,33,33,0,0,,,,,,100,
1616,2024-01-12,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12291,Youth without Shelter Stay In School Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,20,Bed Based Capacity,20,20,20,0,0,,,,,,100,
1617,2024-01-12,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14891,YouthLink Emergency Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,10,Bed Based Capacity,10,10,10,0,0,,,,,,100,
1618,2024-01-12,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14911,YouthLink Transitional Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,41,41,40,1,0,,,,,,97.56,
